chrom	start	stop	gene_name
15	83111951	83417612	CPEB1
19	15237730	15443858	EPHX3
22	31400758	31616055	RP3-412A9.11
9	35461828	35663896	FAM166B
12	71979867	72197836	TMEM19
21	45185067	45506417	AGPAT3
19	57982935	58190243	ZNF416
6	41007594	41208570	RP1-238O23.4
12	56610007	56827837	PAN2
20	30125691	30332809	COX4I2
3	133192574	133409105	CDV3
4	57674042	57913577	REST
17	1321012	1566110	PITPNA
17	13827802	14028991	AC005304.2
11	7891798	8123409	EIF3F
14	74386056	74649566	C14orf45
11	71903469	72245692	CLPB
7	73397263	73636855	LIMK1
3	194895465	195263807	ACAP2
1	114256433	114514381	PTPN22
13	73256197	73690592	PIBF1
11	117003341	117257161	RNF214
4	165897256	166229701	TMEM192
1	85383765	85614182	MCOLN3
3	195942953	196165374	TM4SF19
5	79804442	80018343	CTC-325J23.3
6	36608552	36907778	CPNE5
10	16455742	16664004	C1QL3
8	134367091	134684183	ST3GAL1
19	39227029	39442987	HNRNPL
20	62190653	62430037	RTEL1
10	127412115	127642264	BCCIP
19	43947464	44179730	XRCC1
6	2563863	2851200	MYLK4
10	43472475	43725799	RET
1	220860101	221087735	MARC1
5	176460026	176827216	NSD1
1	108863311	109075806	RP11-131J3.1
14	105764916	106016443	TEX22
22	18217094	18607325	MICAL3
1	206036916	206255151	FAM72A
17	26875374	27089203	SDF2
12	49660367	50021207	SPATS2
5	76824538	77035513	OTP
1	154829502	155036329	PYGO2
13	113731891	113963029	PCID2
10	114090058	114306672	ZDHHC6
8	145102919	145416843	HEATR7A
19	7728035	7934490	CLEC4M
3	44679153	44903154	KIAA1143
10	64826981	65325722	JMJD1C
4	146578779	146959787	ZNF827
9	138271648	138480739	PPP1R26
14	62062231	62314976	HIF1A
9	117682806	117980536	TNC
3	113447029	113766021	GRAMD1C
1	621320	822513	AL669831.1
20	34187194	34388906	ROMO1
11	67119877	67326699	CABP4
5	139827251	140029163	EIF4EBP3
11	114162165	114371233	C11orf71
1	39203870	39425495	RRAGC
2	27093480	27350064	MAPRE3
4	57159528	57401781	PPAT
10	94253043	94515150	KIF11
11	5584425	6059849	TRIM5
13	52406809	52685630	ATP7B
6	32711913	32947364	PSMB9
1	145475233	145686546	PIAS3
10	96062261	96395687	TBC1D12
19	7853390	8066906	LRRC8E
16	2154249	2359417	MLST8
5	73835848	74118472	HEXB
7	65238254	65524530	VKORC1L1
19	39797487	40000045	ZFP36
6	64245725	64589229	PHF3
16	83741448	83953342	HSBP1
2	61193006	61491960	KIAA1841
17	43124684	43329468	HEXIM1
10	73756278	74080083	ASCC1
1	82580904	82826817	RP11-147G16.1
12	2968496	3249839	TEAD4
2	233621980	233843418	C2orf82
6	137951307	138160120	RP11-356I2.1
6	30808749	31021998	DPCR1
16	19079293	19379652	SYT17
5	145363949	145583932	PLAC8L1
17	4072554	4369923	UBE2G1
16	8782680	9043188	PMM2
3	46105096	46408197	CCR3
15	32798619	33007361	AC123768.5
4	101844566	102369435	PPP3CA
19	10232109	10441948	S1PR2
11	63985560	64189283	PRDX5
19	38601646	38820354	DPF1
16	15357516	15574904	RP11-82O18.1
17	33700708	33964880	SLFN12L
10	104403727	104676021	C10orf26
21	33848862	34057843	TCP10L
16	2632476	2859031	KCTD5
15	43786225	44091420	CKMT1A
19	47890891	48118497	NAPA
19	58108735	58320579	ZNF154
11	57371186	57579693	MED19
17	17477340	17681002	SMCR2
1	28895244	29145865	GMEB1
22	20532132	20761407	AC011718.2
5	140900443	141116437	HDAC3
2	97679233	98030258	ANKRD36
2	241405221	241618149	RNPEPL1
19	3941127	4143154	AC016586.1
2	58034786	58487055	VRK2
7	5559678	5921370	RNF216
1	185603683	186260085	HMCN1
1	159696540	159907039	SLAMF8
3	98351080	98640045	ST3GAL6
13	109148500	109960355	MYO16
5	94887885	95134415	SPATA9
17	8277523	8634079	MYH10
12	56815713	57084745	RBMS2
18	2437524	2671508	METTL4
8	95039399	95329531	CDH17
19	49930875	50146889	RCN3
15	59830261	60049740	GTF2A2
9	88541061	88815088	GOLM1
22	30581106	30785616	GATSL3
6	168127602	168472703	MLLT4
1	31942116	32153288	TINAGL1
13	21850263	22133509	ZDHHC20
16	9747272	9951895	RP11-297M9.2
1	155190687	155400905	RUSC1
2	152114106	152336560	TNFAIP6
12	100867461	101122064	GAS2L3
15	32957747	33586897	FMN1
16	77722427	78114004	VAT1L
1	110474199	110697263	FAM40A
19	1175438	1379227	C19orf24
17	72170386	72411022	DNAI2
7	73050424	73253197	ABHD11
19	53241786	53460902	ZNF468
5	148624993	148834146	GRPEL2
22	23301593	23587208	RTDR1
20	61409090	61669304	DIDO1
16	29590329	29810020	QPRT
11	62438775	62654814	TAF6L
2	85725671	85930319	TMEM150A
6	12190596	12397427	EDN1
4	155356158	155571587	PLRG1
1	152984590	153185991	SPRR2F
5	176349697	176608190	ZNF346
19	51628320	51843274	CD33
4	186292670	186493417	RP11-279O9.4
9	36036730	36263910	GLIPR2
3	145687227	145981440	PLOD2
6	31065537	31271745	HCG27
11	64026620	64239687	RPS6KA4
1	16687443	16894976	RP4-798A10.2
7	102122970	102383316	UPK3BL
6	31826857	32037532	SKIV2L
6	73851037	74120088	KHDC1
19	41736813	41959831	TGFB1
3	66948727	67161634	KBTBD8
19	19679605	19891761	ZNF101
20	39869560	40089222	LPIN3
14	76676957	77068178	ESRRB
1	178968462	179298819	ABL2
4	129686076	130114764	SCLT1
8	61869717	62514204	CLVS1
10	76869912	77091206	VDAC2
6	130586879	130864208	TMEM200A
2	99677890	99897521	MITD1
15	89320519	89538857	HAPLN3
12	112463305	112691407	TRAFD1
3	123109667	123404032	PTPLB
16	23468392	23685710	UBFD1
16	75376952	75599395	TMEM170A
5	179627690	179880387	GFPT2
17	80472438	80706429	WDR45L
5	130481186	130834140	CDC42SE2
4	53478597	53686518	DANCR
14	75308537	75522487	PGF
10	53355247	53559355	CSTF2T
22	30581227	30795471	RP1-130H16.18
20	33004214	33228762	DYNLRB1
16	3393611	3636963	NAA60
16	3240527	3455729	TIGD7
3	157723644	158363519	RSRC1
9	96977605	97190926	FAM22F
3	165390692	165655260	BCHE
7	26606681	27134858	SKAP2
19	53737002	53958122	ZNF845
10	105153736	105452309	NEURL
14	74253320	74499214	ZNF410
5	139387362	139596321	PURA
12	113494979	113723284	DDX54
22	29555841	29764198	RHBDD3
1	224315036	224618089	NVL
3	87176421	87404698	CHMP2B
14	23142431	23399029	SLC7A7
12	6774682	6980118	PTMS
9	140413444	140864468	EHMT1
14	20796970	21003801	KLHL33
10	81007225	81215093	PPIF
9	37550997	37846901	FRMPD1
3	52385118	52588086	TNNC1
7	142452792	142668847	EPHB6
1	90186573	90502170	LRRC8D
11	63642079	63844015	COX8A
11	133920014	134195348	NCAPD3
4	2171309	2520390	ZFYVE28
15	90831450	91145475	IQGAP1
15	63789552	63994627	FBXL22
9	137374325	137577036	RP11-54A22.1
9	130528759	130740022	AK1
12	51645682	51885436	GALNT6
1	206708881	206957764	DYRK3
4	69076105	69315807	YTHDC1
9	101469981	101712363	GALNT12
1	21822708	22095856	RAP1GAP
1	51719935	52085000	EPS15
2	170235990	170482432	RP11-724O16.1
11	32937410	33155128	DEPDC7
5	34556342	34932732	RAI14
11	63874150	64091354	FERMT3
12	120775893	120978545	COX6A1
14	23781947	24004927	MYH7
16	84961375	85227836	KIAA0513
11	111184967	111388911	RP11-794P6.1
12	46023448	46401823	ARID2
8	26271547	26615694	DPYSL2
19	50606885	50913802	MYH14
6	41058015	41268932	TREML2
6	30595486	30810510	FLOT1
1	2381359	2588470	RP3-395M20.8
6	116475336	116859442	DSE
1	43729068	43933697	ELOVL1
1	2467415	2806280	TTC34
4	122645595	122891652	BBS7
22	44788452	44994178	LDOC1L
11	67059176	67265881	RAD9A
20	42318584	42555002	RP5-1030M6.2
7	44922632	45123864	AC004847.1
19	55483407	55699290	EPS8L1
3	158349987	158647508	MFSD1
16	84582131	84801292	KLHL36
6	31537944	31741553	LY6G5B
14	57635627	57856797	AP5M1
17	20639760	20899453	CCDC144NL
8	145049930	145252428	CYC1
11	47699639	47970107	NUP160
15	91371728	91597323	UNC45A
11	2365914	2970221	KCNQ1
6	13369513	13586415	AL583828.1
12	110951832	111187235	TCTN1
5	139454227	139761637	CYSTM1
19	45566187	45781485	TRAPPC6A
18	12228943	12477253	AFG3L2
14	103288993	103499933	AMN
1	204291756	204563852	PIK3C2B
3	120011140	120270100	FSTL1
19	49692897	49928474	SLC6A16
18	557604	773499	TYMS
17	6579542	6800420	FBXO39
15	91409270	91638859	PRC1
1	17534690	17790499	PADI4
1	204955270	205191143	RBBP5
7	97636197	97938945	LMTK2
1	2015903	2244159	C1orf86
20	31344848	31546557	RP5-1085F17.3
19	1405017	1613188	ADAMTSL5
19	58594396	58824927	ZNF274
15	66087417	66646085	MEGF11
4	25649055	25965382	SEL1L3
16	89542176	89763654	CPNE7
19	12895236	13098017	KLF1
10	70073821	70331879	DNA2
4	40712044	41318731	APBB2
15	81183145	81385599	RP11-775C24.3
17	28605942	28896730	CPD
14	23315437	23526370	HAUS4
17	76008999	76228488	TMC6
4	119890479	120091452	RP11-21I10.2
11	60639115	60887849	CD6
8	134149414	134414265	NDRG1
14	51224609	51511454	PYGL
17	36857447	37081589	CWC25
7	139623544	139863521	PARP12
22	20977335	21180208	AC007308.6
22	46539908	46746576	C22orf40
12	10424952	10644473	KLRK1
15	42741008	42962192	HAUS2
12	15964106	16290220	DERA
15	40470377	40700136	PLCB2
11	14199472	14486052	RRAS2
12	53299942	53535993	EIF4B
4	6932281	7147958	RP11-367J11.2
14	103751701	104070168	MARK3
11	437527	654916	LRRC56
3	158314681	158550485	RARRES1
19	53541958	53762322	ZNF347
11	74875226	75162873	ARRB1
22	38981548	39197561	JOSD1
22	51013070	51271641	SHANK3
14	24583302	24801558	NEDD8-MDP1
15	51639908	52015030	DMXL2
7	74110483	74367847	GTF2IRD2
19	42805666	43031578	LIPE
8	125936502	126204082	KIAA0196
19	45553008	45763408	NKPD1
1	156461542	156664091	APOA1BP
11	122609208	122843347	CRTAM
16	71560064	71776017	MARVELD3
5	138627635	138830885	C5orf65
11	113503909	113744533	ZW10
5	133664742	133896306	RP11-215P8.4
15	91160558	91458859	BLM
1	45692545	45894347	HPDL
2	179216163	179426117	DFNB59
5	126278250	126509184	C5orf63
6	163735032	164099628	QKI
8	2347076	2580453	RP11-378A12.1
9	33986522	34227397	DCAF12
12	6952141	7155166	C12orf57
6	90177863	90448472	LYRM2
6	157702165	158199178	ZDHHC14
10	118940000	119234978	PDZD8
12	118401398	118673831	VSIG10
19	19634468	19839739	LPAR2
20	5831298	6075852	MCM8
9	13981842	14498982	NFIB
11	107927942	108193369	NPAT
17	42153354	42364082	C17orf65
1	32017848	32269920	COL16A1
15	75560496	75761925	RP11-817O13.8
1	201334620	201538365	PHLDA3
17	80151592	80352786	RP13-516M14.1
8	21799909	22006320	FGF17
1	229356758	229579041	C1orf96
6	166619168	166821936	PRR18
3	183963973	184179439	CLCN2
17	40631528	40861445	FAM134C
15	83377973	83603611	WHAMM
8	128598588	128846213	RP11-1136L8.1
1	215696236	216696738	USH2A
4	152491656	152782175	PET112
19	50143018	50366543	TSKS
5	79822047	80050802	DHFR
14	54316454	54525479	BMP4
7	152241864	152473250	XRCC2
7	39889636	40236733	CDK13
3	122528041	122847452	SEMA5B
1	109909180	110124759	SYPL2
5	138755119	138962520	TMEM173
16	30485061	30697092	ZNF785
11	6396910	6602666	ARFIP2
5	162787175	163018947	HMMR
20	2987559	3231513	RP5-1187M17.7
8	41286725	41502565	GINS4
6	33139787	33344287	RPS18
12	65007225	65253227	GNS
17	71128372	71345091	C17orf80
10	31550356	31752937	AL117340.1
1	89345139	89558643	RBMXL1
11	76393295	76609198	TSKU
5	172095093	172298198	DUSP1
12	104410855	104632067	NFYB
22	42879727	43110968	POLDIP3
16	30105754	30315631	SULT1A3
16	70184134	70385833	EXOSC6
2	160688519	161019121	PLA2R1
9	77603459	77862181	OSTF1
14	23340383	23551851	AJUBA
6	90042889	90443553	ANKRD6
17	39358078	39559103	KRTAP29-1
8	90521629	90869955	RP11-37B2.1
4	173953079	174190803	RP11-10K16.1
11	476486	712222	PHRF1
12	122857417	123085518	ZCCHC8
10	131764638	132009081	RP11-500G10.1
1	52773954	53119159	ZCCHC11
9	132271163	132498209	METTL11A
1	1146965	1360071	CPSF3L
1	225865531	226078168	SRP9
11	64848037	65079477	CAPN1
17	55816842	56027399	MRPS23
5	151229132	151750009	CTB-12O2.1
7	81475760	82173114	CACNA2D1
14	94829054	95046026	SERPINA9
2	241945514	242189679	PASK
4	119709996	120082402	SYNPO2
21	45478623	45679959	AP001055.6
1	3705689	3916857	C1orf174
18	23613816	23873319	PSMA8
8	87254967	87590649	WWP1
11	94177006	94454587	PIWIL4
11	111834734	112044998	PIH1D2
1	85615639	85825355	C1orf52
1	39989825	40205617	HEYL
1	160665896	160898045	LY9
3	127307909	127658019	MGLL
8	123693633	124086750	ZHX2
8	99856631	100064332	OSR2
1	47615811	47879819	STIL
3	52746991	52965495	ITIH4
6	33072419	33274608	HSD17B8
9	138899654	139101270	RP11-83N9.5
3	53090025	53326733	PRKCD
15	41966632	42220053	MAPKBP1
9	35632332	35837001	CREB3
17	73837596	74075515	ACOX1
1	183798796	184106863	GLT25D2
20	32144893	32362269	NECAB3
9	102641461	102961322	ERP44
2	201743216	202036394	FAM126B
5	112127313	112328791	ZRSR1
2	224722121	224932431	MRPL44
19	18582614	18788269	UBA52
17	79909763	80115346	GPS1
10	48636874	48927966	PTPN20B
12	104358235	104598639	HCFC2
2	105853816	106065668	C2orf49
1	25498884	25756936	RHD
4	185470767	185716117	CCDC111
6	29423292	29627702	UBD
1	27568513	27780421	SYTL1
1	153854127	154058834	RAB13
7	127932331	128150306	IMPDH1
16	70280732	70507286	DDX19A
16	53320856	53522997	RP11-44F14.8
15	41685591	41895747	ITPKA
16	5034301	5247789	FAM86A
20	25076329	25307365	ENTPD6
19	19549074	19757468	CILP2
18	3396030	4251290	DLGAP1
1	45216450	45552282	EIF2B3
3	115428641	117816095	LSAMP
5	136210987	137034068	SPOCK1
11	128455046	128783161	FLI1
6	2848393	3072399	SERPINB6
17	62645781	62878117	AC103810.2
17	53146184	53350993	CTC-462L7.1
2	234642062	234863212	HJURP
19	12773817	12986434	HOOK2
12	761759	1120618	WNK1
13	48963095	49209872	RCBTB2
6	80524529	80757297	ELOVL4
15	30744183	30954704	AC026150.9
6	131929581	132132206	CTAGE9
13	47245391	47471367	ESD
17	64198944	64901114	PRKCA
1	156017157	156247543	SEMA4A
12	53673960	53910230	SP1
11	75426212	75954239	UVRAG
19	58231094	58476485	ZNF587
11	17273273	17498888	RP1-239B22.1
4	145919084	146150331	ABCE1
9	92216566	92434585	RP11-316P17.2
1	27089633	27290947	SFN
21	34861647	35116232	CRYZL1
11	67698084	67904111	NDUFS8
1	600237	814006	RP11-206L10.2
10	43816047	44017254	RP11-517P14.2
22	50650392	50865489	FAM116B
2	187354790	187645628	ITGAV
12	80503233	80872870	OTOGL
14	30991318	31305018	SCFD1
17	5164258	5423480	NUP88
16	3903388	4266186	ADCY9
4	17478815	17709595	LAP3
2	153408107	153674511	PRPF40A
1	154440257	154652502	NB2
1	15629475	15835929	RP3-467K16.4
15	65340557	65577680	CLPX
17	74038534	74336390	RNF157
4	6942579	7144728	CCDC96
11	5517946	5765628	TRIM34
5	90498846	90710219	RP11-213H15.3
12	10558201	10775734	EIF2S3L
17	26591378	26828046	SARM1
16	78033310	79346564	WWOX
11	113568596	113846292	USP28
20	60863686	61082341	CABLES2
9	131117466	131363239	ODF2
14	95554735	95886243	CLMN
3	46348654	46551014	CCRL2
14	53410686	53720000	DDHD1
5	14564773	14799820	FAM105B
22	36577323	36884063	MYH9
15	52313117	52583566	GNB5
10	135068658	135271529	C10orf125
16	1745621	1977195	HAGH
9	129522944	129748157	ZBTB34
10	99509996	99727782	GOLGA7B
1	23607554	23851233	TCEA3
22	22738767	22963505	ZNF280B
19	46218693	46466548	SYMPK
3	113933348	114135026	RP11-553L6.5
2	111776955	112024587	BCL2L11
6	90536248	91106627	BACH2
7	100324442	100564631	SLC12A9
6	88080341	88322054	SLC35A1
22	18460689	18713905	PEX26
11	33973230	34222703	CAPRIN1
8	42173993	42497069	SLC20A2
1	119325666	119632179	TBX15
5	14604910	14971887	ANKH
9	139645395	139855249	MAMDC4
7	17732466	18080130	SNX13
1	155619508	155929191	GON4L
4	162205049	163185187	FSTL5
5	141203373	141421612	KIAA0141
4	76381258	76591095	C4orf26
22	37415126	37671094	IL2RB
12	57543392	57924788	R3HDM2
2	38194116	38437044	CYP1B1
19	17316477	17517652	MRPL34
2	203779602	204191101	NBEAL1
20	36975221	37179564	SNHG11
3	48682030	48985279	PRKAR2A
4	182965140	183824177	ODZ3
11	123886069	124118428	VWA5A
9	34889638	35098897	DNAJB5
10	124613897	124857029	PSTK
16	67806926	68018406	EDC4
21	37377179	37581988	AP000688.29
17	47765917	48006458	KAT7
8	124132196	124353638	C8orf76
2	114284806	114500973	RABL2A
17	26971036	27177974	TRAF4
6	142368367	142642085	VTA1
11	118024118	118235251	MPZL2
4	159590290	159929201	FNIP2
10	75657872	75979918	VCL
19	12258092	12505702	ZNF44
1	32717122	32929913	TSSK3
22	38874125	39152634	RP1-199H16.5
22	26787191	27008471	TFIP11
6	79810962	80044406	HMGN3
13	108759794	108970716	LIG4
10	59851278	60127694	IPMK
11	105821825	106048492	KBTBD3
1	155045873	155257447	TRIM46
15	52372290	52598071	RP11-430B1.2
6	80094708	80347175	LCA5
8	21864383	22066932	NUDT18
10	43832282	44091517	ZNF487P
5	100045357	100338970	ST8SIA4
14	105786157	106037066	MTA1
11	454855	660779	C11orf35
16	68218406	68444849	SLC7A6OS
14	60458629	60735851	C14orf135
10	13219796	13444412	PHYH
8	71385681	71586671	AC120194.1
11	10229860	10629126	AMPD3
16	68570092	68856519	CDH3
10	116597952	116837430	TRUB1
19	1776809	1985500	FAM108A1
2	101524079	101969328	TBC1D8
11	10429434	10630723	MTRNR2L8
15	65722756	65970687	PTPLAD1
20	62052077	62253559	PPDPF
17	48670551	48885285	ANKRD40
19	9151056	9374090	ZNF317
8	125885540	126091631	ZNF572
3	99879844	100144095	TBC1D23
8	146177764	146381416	C8orf33
6	26097068	26299521	HIST1H3D
7	151622759	151919425	GALNT11
22	40039049	40389868	ENTHD1
20	42831478	43039809	FITM2
1	1616725	1922502	GNB1
16	58641035	58868261	GOT2
17	80593451	80809073	FN3K
9	139833922	140040655	NPDC1
7	99043931	99256159	FAM200A
17	79790269	79995161	PYCR1
5	140755580	140992542	PCDHGC3
6	170763390	170981957	TBP
20	49248081	49473332	PARD6B
17	57674667	57884987	PTRH2
17	11824135	12147050	MAP2K4
10	135167432	135437062	RP11-108K14.4
10	126205649	126580296	RP11-12J10.3
16	1928918	2134193	NOXO1
11	65237901	65441413	SSSCA1
6	39197766	39793181	KIF6
11	94177017	94383063	FUT4
14	69764732	70029105	SLC39A9
5	33887279	34224633	C1QTNF3
16	67126072	67332821	E2F4
2	96157766	96365526	TRIM43
5	110305760	110513722	TSLP
15	43938590	44165477	PDIA3
1	45140923	45344451	RPS8
16	3015298	3231908	IL32
10	133818175	134098313	JAKMIP3
10	30622866	30850762	MAP3K8
2	210767289	210986300	RPE
1	6481407	6714595	NOL9
19	9864395	10147070	OLFM2
1	6421211	6626255	TNFRSF25
22	19238891	19535755	C22orf39
1	38374930	38590496	UTP11L
14	93699565	94274222	UNC79
8	71420812	71675514	RP11-382J12.1
9	132299171	132504444	ASB6
17	30719628	31303902	MYO1D
10	49414698	49747403	MAPK8
17	20220741	20422363	FAM106B
1	41872036	42601596	HIVEP3
2	84550647	84787169	SUCLG1
14	22967146	23181265	ABHD4
20	3089514	3304516	ITPA
12	110869120	111121125	PPTC7
2	191173081	191473931	MFSD6
4	41892489	42189551	SLC30A9
11	465660	668457	MIR210HG
1	229476031	229676767	RP5-1068B5.3
5	180648652	180855068	AC138035.2
19	16489875	16839015	CALR3
15	49298268	49547858	COPS2
11	63220242	63430855	HRASLS2
1	32587529	32797205	EIF3I
3	93681760	93947389	NSUN3
16	66895140	67109051	CES3
12	108856358	109063160	ISCU
16	30480667	30684055	ZNF688
2	47172677	47503740	CALM2
15	63696793	63986839	USP3
13	99753028	100138688	UBAC2
4	102232443	103095969	BANK1
17	56329861	56594480	RNF43
12	103531369	103989749	C12orf42
2	175160458	175394303	SCRN3
1	87070259	87313867	SH3GLB1
17	4771287	4990960	CAMTA2
20	35102956	35340787	RP5-977B1.10
19	9196279	9399493	OR7D2
22	50846645	51063063	NCAPH2
16	931808	1136979	SOX8
14	88549113	88893251	KCNK10
7	158324003	158597520	NCAPG2
5	39005338	39374630	FYB
1	3596784	3813068	LRRC47
12	68968151	69181535	RP11-637A17.2
7	6348757	6623821	DAGLB
7	2452163	2668811	LFNG
18	9234765	9502418	TWSG1
11	71398556	71612282	FAM86C1
21	45805460	46010171	AP001065.15
1	8312457	8977702	RERE
12	96294606	96537298	LTA4H
17	18118716	18326517	SMCR8
15	43298423	43613481	EPB42
5	108925067	109305326	MAN2A1
22	19601987	19812295	SEPT5
6	18020718	18222851	NHLRC1
6	26058349	26271577	HIST1H2BD
19	41782662	42030906	CTC-435M10.3
7	23145632	23347664	AC005082.12
15	90692762	90908199	TTLL13
4	89547106	90132549	FAM13A
17	40832649	41049061	WNK4
9	131544391	131780318	LRRC8A
17	42685976	42929632	DBF4B
14	75058879	75279800	AC007956.1
11	348268	591393	PTDSS2
3	179222478	179445435	NDUFB5
5	138509441	138767360	MATR3
14	105856192	106065912	C14orf80
1	153600543	153846555	INTS3
2	8599963	8823922	AC011747.4
2	60477730	60680151	AC007381.3
1	115147090	115359515	NRAS
16	24978258	25180264	RP11-266L9.5
16	1726713	1932821	SPSB3
17	45231208	45521658	ITGB3
19	45404695	45641452	RELB
16	5021810	5237378	ALG1
22	37476207	37695425	C1QTNF6
20	25935291	26173683	FAM182A
10	121552223	121802014	SEC23IP
4	164345450	165405202	MARCH1
11	122828197	123033938	HSPA8
1	20725943	20934654	MUL1
11	114210108	114421001	REXO2
19	1885447	2115702	BTBD2
14	21827179	22045132	RAB2B
17	42633762	42867676	C17orf104
14	69746848	69965344	ERH
2	201654050	201868655	NIF3L1
8	16913538	17182308	ZDHHC2
